,dialog
0, Mama!
1, We know.
2,"Jyn, gather your things. It's time."
3, Hello?
4," Saw, it's Lyra."
5,It's happened. He's come for us.
6,You know what to do.
7,"Jyn, come here."
8,"Remember, whatever I do, I do it to protect you."
9,Say you understand.
10,I understand.
11,"I love you, Stardust."
12,"I love you, too, Papa."
13,Galen.
14,Go.
15,Jyn.
16,"You know where to go, don't you?"
17,Trust the Force.
18,"You're a hard man to find, Galen."
19,But farming...
20,Really? Man of your talents?
21,It's a peaceful life.
22,"It's lonely, I imagine."
23,"Since Lyra died, yes."
24,Oh.
25,Oh...
26,My condolences.
27,Search the house.
28,What is it you want?
29,The work has stalled.
30,I need you to come back.
31,"I won't do it, Krennic."
32,We were on the verge of greatness.
33,We were this close to providing peace and security for the galaxy.
34,You're confusing peace with terror.
35,"Well, you have to start somewhere."
36,"I'd be of no help, Krennic."
37,My mind just isn't what it was.
38,I have trouble remembering.
39,Even simple things.
40,Galen...
41,"You're an inspired scientist, but you're a terrible liar."
42,"Now, I admire the effort."
43,I really do.
44,"Oh, look, here's Lyra, back from the dead."
45,It's a miracle.
46,Stop!
47,"Oh, Lyra, troublesome as ever."
48,You're not taking him.
49,"No, of course I'm not. I'm taking you all."
50,"You'll all come. You, your child."
51,You'll all live in comfort.
52,As hostages.
53,As heroes of the Empire.
54,Lyra. Put it down.
55,Think very carefully.
56, You will never win.
57, Do it.
58,Lyra!
59,Lyra!
60,They have a child!
61,Find it!
62,My child!
63,Come.
64,Come.
65,We have a long ride ahead of us.
66,"Check in security, cell block 4227."
67,"TK62, XX25900."
68,I was about to leave.
69,I came as fast as I could.
70,I have to get back on board. Walk with me.
71,Back to Jedha?
72,They'll leave without me.
73,Easy! You have news from Jedha.
74,Come on.
75,"An Imperial pilot, one of the cargo drivers he defected yesterday."
76,He's telling people they're making a weapon.
77,"The kyber crystals, that's what they're for."
78,What kind of weapon?
79," Look, I have to go."
80, What kind of weapon?
81,A planet killer! That's what he called it!
82,A planet killer?
83,Someone named Erso sent him.
84,Some old friend of Saw's.
85,Galen Erso? Was it?
86,I don't know!
87,They were looking for Saw when we left.
88, Who else knows about this?
89, I have no idea.
90,It's all falling apart.
91,Saw's right.
92,There's spies everywhere.
93,What's all this?
94,"Come on, let's see some scandocs."
95,"Yeah, of course. Just... My gloves."
96,No!
97,What have you done?
98,Troopers down. Section 9.
99,Are you crazy?
100,I'll never climb out of here. My arm!
101,Get out of the way.
102,Move! Move!
103,Hey. Calm down. Calm down.
104,It will be all right.
105,Is that him?
106,He looks kind of different to how I imagined.
107,Okay. So you're Saw Gerrera?
108,Saw Gerrera?
109,No?
110,"Okay, we're just wasting time that we don't have."
111,I need to speak to Saw Gerrera.
112,I keep telling them.
113,Before it's too late.
114,We're out here in the middle of nowhere.
115,We need to get to Jedha City.
116,"What part of ""urgent message"" do you guys not understand?"
117,We are all on the same side.
118,If you just see past the uniform for a minute.
119,What now?
120,I don't know. Must be another pickup.
121,I thought we had everybody.
122,"All clear, sir."
123,Hallik! Liana Hallik!
124,Her.
125,You wanna get out of here?
126,Hey! What about me?
127,Give me the keys! Give me the keys!
128,Congratulations. You are being rescued.
129,Please do not resist.
130,"LU28, report to maintenance level 4."
131,You're currently calling yourself Liana Hallik.
132,Is that correct?
133,Possession of unsanctioned weapons.
134,Forgery of Imperial documents.
135,Aggravated assault. Escape from custody.
136,Resisting arrest.
137,Imagine if the Imperial authorities had found out...
138,"who you really were, Jyn Erso."
139,"That is your given name, is it not?"
140,"Jyn Erso, daughter of Galen Erso?"
141,A known Imperial collaborator in weapons development.
142,What is this?
143,It's a chance for you to make a fresh start.
144,We think you might be able to help us.
145,"This is Captain Cassian Andor, Rebel Intelligence."
146,When was the last time you were in contact with your father?
147,Any idea where he's been all that time?
148,I like to think he's dead.
149,Makes things easier.
150,Easier than what? That he's been a tool of the Imperial war machine?
151,I've never had the luxury of political opinions.
152,Really?
153,When was your last contact with Saw Gerrera?
154,It's been a long time.
155,"But he'll remember you, though."
156,Wouldn't he?
157,"He might agree to meet you, if you came as a friend."
158,"We're up against the clock here, girl, so if there's nothing to talk about, we'll just put you back where we found you."
159,I was a child.
160,Saw Gerrera saved my life. He raised me.
161,But I have no idea where he is.
162,I haven't seen him in years.
163,We know how to find him.
164,That's not our problem.
165,What we need is someone who gets us through the door without being killed.
166,"You're all rebels, aren't you?"
167,"Yes, but Saw Gerrera is an extremist."
168,He's been fighting on his own since he broke with the Rebellion.
169,His militancy has caused the Alliance a great many problems.
170,We have no choice now but to try and mend that broken trust.
171,What does this have to do with my father?
172,There's an Imperial defector in Jedha. A pilot.
173,He's been held by Saw Gerrera.
174,He's claiming the Emperor is creating a weapon with the power to destroy entire planets.
175,The pilot says he was sent by your father.
176,We need to stop this weapon before it is finished.
177,Captain Andor's mission is to authenticate the pilot's story.
178,"And then, if possible, find your father."
179,It appears he is critical to the development of this super weapon.
180,"Given the gravity of the situation and your history with Saw, we're hoping that he will help us locate your father and return him to the Senate for testimony."
181,And if I do it?
182,We'll make sure you go free.
183,Captain Andor.
184,I'm K2SO.
185,I'm a reprogrammed Imperial droid.
186,I remember you.
187,I see the Council is sending you with us to Jedha.
188,Apparently so.
189,"That is a bad idea. I think so, and so does Cassian."
190,What do I know?
191,My specialty is just strategic analysis.
192,Galen Erso is vital to the Empire's weapons program.
193,Forget what you heard in there.
194,There will be no extraction.
195,You find him...
