,dialog
0,We ain't gonna make it.
1,"Oh, we will. We have to."
2,Take a break. Come on.
3,My turn.
4,"""We will. We have to."" That was my brother, Henry."
5,Absolutely certain whatever he wanted to happen would.
6,The weather would dry out in time to resow the cotton.
7,We would get this hole dug before the storm hit.
8,God damn it!
9, Jesus Christ!
10, What is it?
11,It's a slave's grave.
12,How do you know that?
13,Shot in the head.
14,Must've been a runaway.
15,"Well, that settles it."
16,Settles what?
17,I ain't burying my father in no slave's grave.
18,Nothing he would've hated more.
19,Help me up.
20,We ain't got a choice.
21,"That's it, brother! Come on!"
22, Huh?
23, That's it!
24,Get you out of there!
25,Come on!
26,Come on.
27,God damn it!
28," Come on, Jamie. Hang on!"
29, No.
30,I'm gonna fetch a ladder!
31,Huh?
32,Henry!
33,Henry!
34,Henry!
35,Henry!
36," Henry, where are you?"
37, Right here! I'm here!
38,That was my brother Henry.
39,Absolutely certain whatever he wanted to happen would.
40,And his little brother...
41,Jamie.
42,...would never betray him.
43,Come on. Come here. Come on.
44,What's the matter with you? Huh?
45,I thought you were...
46,gonna leave me down there!
47,Come on. Why would I do that?
48,Why would I do that?
49,"When I think of the farm, I think of mud."
50,Encrusting knees and hair.
51,Marching in bootshaped patches across the floor.
52,I dreamed in brown.
53,"All right. Come on, lift it up."
54, Come on.
55," You know, just get... Come on!"
56, Hang on. Just let it... Hang on.
57, Hold on.
58," Lift it, Jamie. Lift it."
59, Just get a little more...
60,"Just stop, okay? Let's set it down."
61,Why don't we just run the ropes lengthwise? We stand at either end.
62,"No, the coffin's too narrow."
63,"If it falls again, it might break."
64," Well, we can try."
65, No!
66, Hap!
67, Henry.
68, Hap!
69," Henry, don't."
70, It ain't my fault what happened.
71, Whoa.
72, I warned that boy. Warned both of 'em.
73, Just let 'em go.
74,Hap!
75,"Hap, can you hold on?"
76,"Can you lend us a hand, Hap?"
77,Need to get that coffin in the ground.
78,Hap?
79,I was a 31yearold virgin when I met Henry McAllan in the spring of 1939.
80,I lived with my parents in the house I grew up in.
81,"My world was small, and he was my rescuer from a life in the margins."
82,"Oh, really? He tells me that, uh, you are actually a college man."
83,Engineering.
84, An engineering degree from Ole Miss.
85, Yes.
86,"Did you hear that, Laura?"
87,An engineering degree from Ole Miss.
88,"My, my, my."
89,"You know, Laura is a college graduate."
90,She got her teaching certificate from West Tennessee State. We're very proud.
91,Mmhmm. My dear sister's the smartest one in the family.
92,Made better grades than I ever did.
93,Never heard the end of it.
94,She is smart.
95,"Laura, you should, uh, play the piano for us after dinner."
96,Hmm?
97,You should hear her sing.
98,She sings like an angel.
99,"Yeah, you should play something for Mr. McAllan later."
100, Mama. Mama.
101," ""Ave Maria."" That's my favorite."
102, You will love that. It's so beautiful.
103, Mama.
104,What?
105,"I'm quite sure that Teddy did not bring his new boss, Mr. McAllan, over to hear hymns."
106,"Well, why don't we just ask him."
107, Mr. McAllan?
108, Mmhmm?
109,Would you like to hear some music after dinner?
110,I like hymns.
111,He likes hymns.
